sysno|authorroman|titleroman|title|imprintplaceroman|publisherroman|date|pages|authorlast|authorfirst|iadetails|iaidentifier|streamurl|downloadurl,,,,,,,,,,,,,,,,,
203438|Zai︠a︡it︠s︡kiĭ,Sergeĭ|Goṭs hinṭ a dertseylung ṿegn Dzshordano Bruno : far miṭele un elṭere ḳinder|גאטס הינט : א דערציילונג וועגנ דזשארדאנא ברונא : פאר מיטעלע און עלטערע קינדער|Mosḳṿe|Emes,|1934|202|זאיאיצקי|ס|https://archive.org/details/nybc203438|nybc203438|http://www.archive.org/stream/nybc203438|http://www.archive.org/download/nybc203438/nybc203438.pdf,,,,,,,,,,,,,,,
203439|Dogim,Yitsḥaḳ.|Der yoyvilyor (dertseylungen)|דער יוביליאר : (דערציילונגען)|New York|Y. Dogim,|1979||דאגים|יצחק|https://archive.org/details/nybc203439|nybc203439|http://www.archive.org/stream/nybc203439|http://www.archive.org/download/nybc203439/nybc203439.pdf,,,,,,,,,,,,,,,
203440|Davidman,Solomon|Gey in folḳ miṭ Olgins ṿort!- fartseykhenungen|גיי אין פאלק מיט אלגינס ווארט!- : פארצייכענונגען|Nyu-Yorḳ|Ṿest-Bruḳlin Olgin leyen-ḳrayz,|1954|46|דאווידמאן|שלמה|https://archive.org/details/nybc203440|nybc203440|http://www.archive.org/stream/nybc203440|http://www.archive.org/download/nybc203440/nybc203440.pdf,,,,,,,,,,,,,,,
203441|Shayḳeṿiṭsh,N. M.|Di geheyme Yuden a roman fun der Yudisher geshikhṭe in Shpanyen|דיא געהיימע יודען : א ראמאן פון דער יודישער געשיכטע אין שפאניען|Nyu Yorḳ|Hibru pobl. komp.,||116|שייקעוויטש|נ. מ|https://archive.org/details/nybc203441|nybc203441|http://www.archive.org/stream/nybc203441|http://www.archive.org/download/nybc203441/nybc203441.pdf,,,,,,,,,,,,,,,
203442|Davidson,Jacob Joseph.|Blondzshende moṭiṿen lider|בלאנדזשענדע מאטיווען : לידער|San Frantsisḳo ; Los Angeles,||1937|74|דאווידסאן|יעקב יוסף|https://archive.org/details/nybc203442|nybc203442|http://www.archive.org/stream/nybc203442|http://www.archive.org/download/nybc203442/nybc203442.pdf,,,,,,,,,,,,,,,
203443|Dubnow,Simon|Di nayesṭe geshikhṭe funm Yidishn folḳ|די נייסטע געשיכטע פונם יידישען פאלק|Berlin|Yidisher liṭerarisher farlag,||23|דובנאוו|ש|https://archive.org/details/nybc203443|nybc203443|http://www.archive.org/stream/nybc203443|http://www.archive.org/download/nybc203443/nybc203443.pdf,,,,,,,,,,,,,,,
203444|Duboṿsḳi,B.|Gezund oyf di elṭere yohren|געזונד אויף די עלטערע יאהרען|Nyu-Yorḳ|B. Dubovsky,||190|דובאווסקי|ב|https://archive.org/details/nybc203444|nybc203444|http://www.archive.org/stream/nybc203444|http://www.archive.org/download/nybc203444/nybc203444.pdf,,,,,,,,,,,,,,,
"203445|Duboṿsḳi, B.|Di tsuḳer ḳranḳheyṭ (dayebiṭiz) : a populere erḳlehrung ṿegen dizer ṿayṭ-farshpreyṭer ""Idisher"" ḳranḳheyṭ|די צוקער קראנקהייט : (דייעביטיז) : א פאפולערע ערקלעהרונג וועגען דיזער ווייט-פארשפרייטער ""אידישער"" קראנקהייט|Nyu Yorḳ|B. Dubovsky,|1922|90|דובאווסקי|ב|https://archive.org/details/nybc203445|nybc203445|http://www.archive.org/stream/nybc203445|http://www.archive.org/download/nybc203445/nybc203445.pdf",,,,,,,,,,,,,,,,,
203449|Berliner,Yiẓḥak|Shṭoṭ fun palatsn lider un poemes|שטאט פון פאלאצן : לידער און פאעמעס|Meḳsiḳe|Der ṿeg,|1936|207|בערלינער|יצחק|https://archive.org/details/nybc203449|nybc203449|http://www.archive.org/stream/nybc203449|http://www.archive.org/download/nybc203449/nybc203449.pdf,,,,,,,,,,,,,,,
203450|Leibowitz,Jacob|Radyo redes a serye fun ṿekhnṭlakhe forṭrogn oyf farshidene ṭemes,prezenṭirṭ yedn frayṭog bayṭog oyf steyshon W.L.T.H. ...|ראדיא רעדעס : א סעריע פון וועכנטלאכע פארטראגן אויף פארשידענע טעמעס,פרעזענטירט יעדן פרייטאג בייטאג אויף סטיישאן W.L.T.H. ..|Brooklyn|[s.n.],|1940||לייבאוויץ|יעקב|https://archive.org/details/nybc203450|nybc203450|http://www.archive.org/stream/nybc203450|http://www.archive.org/download/nybc203450/nybc203450.pdf,,,,,,,,,,,,,
203452|Lieberman,Ḥayim|In ḳamf far Idisher dertsiung ṿegn di Idish-ṿelṭlakhe shuln un zeyer Idishḳeyṭ|אין קאמף פאר אידישער דערציאונג : וועק די אידיש-וועלטלאכע שולן און זייער אידישקייט|Nyu Yorḳ|Pardes,||116|ליבערמאן|חיים|https://archive.org/details/nybc203452|nybc203452|http://www.archive.org/stream/nybc203452|http://www.archive.org/download/nybc203452/nybc203452.pdf,,,,,,,,,,,,,,,
203454|Vainshenker,I.|Posheṭ mitokh libshafṭ|פשט מתוך ליבשאפט|Monṭeṿideo|Zriah,|1955|72|וויינשענקער|איציק|https://archive.org/details/nybc203454|nybc203454|http://www.archive.org/stream/nybc203454|http://www.archive.org/download/nybc203454/nybc203454.pdf,,,,,,,,,,,,,,,
203455|Dua-Bogen,Gershon|Ufshṭayg|אופשטייג|Mosḳṿe|Emes,|1935|199|באגענ|ד|https://archive.org/details/nybc203455|nybc203455|http://www.archive.org/stream/nybc203455|http://www.archive.org/download/nybc203455/nybc203455.pdf,,,,,,,,,,,,,,,
203456|Brod,Max|Di froy fun undzer beynḳshafṭ roman|די פר פון אונדזער ביינקשאפט : ראמאן|Rige|Bikher far alemen,|1928|200|בראד|מאקס|https://archive.org/details/nybc203456|nybc203456|http://www.archive.org/stream/nybc203456|http://www.archive.org/download/nybc203456/nybc203456.pdf,,,,,,,,,,,,,,,
203457|Liebert,Sarah L.|Mirele un ire fraynd un andere mayśes̀|מירעלע און אירע פריינד : און אנדערע מעשיות|Nyu-Yorḳ|I.Ṿ. Biderman,|1952|79|ליבערט|שרה ל|https://archive.org/details/nybc203457|nybc203457|http://www.archive.org/stream/nybc203457|http://www.archive.org/download/nybc203457/nybc203457.pdf,,,,,,,,,,,,,,,
203458|Lieberman,Ḥayim|Dr. Ḥayim Zshiṭloṿsḳi un zayne farṭeydiḳer nokh a ṿorṭ ṿegn dem gaysṭiḳen banḳroṭ fun a dor|דר. חיים זשיטלאווסקי און זיינע פארטיידיקער : נאך א ווארט וועגן דעם גייסטיקן באנקראט פון א דור|Nyu-Yorḳ|[o. fg.],|1944|156|ליבערמאן|חיים|https://archive.org/details/nybc203458|nybc203458|http://www.archive.org/stream/nybc203458|http://www.archive.org/download/nybc203458/nybc203458.pdf,,,,,,,,,,,,,,,
203460|Lieberman,Ḥayim|Dikhṭer un ṿelṭen|דיכטער און וועלטען|New York|[o. fg.],|1923||ליעבערמאן|חיים|https://archive.org/details/nybc203460|nybc203460|http://www.archive.org/stream/nybc203460|http://www.archive.org/download/nybc203460/nybc203460.pdf,,,,,,,,,,,,,,,
203461|Lew,Symcha.|Proḳim Yidishe geshikhṭe sotsyale un natsyonale baṿegungen bay Yidn in Poyln un Rusland fun 1897 biz 1914|פרקים יידישע געשיכטע : סאציאלע און נאציאנאלע באוועגונגען ביי יידן אין פלן און רוסלאנד פון 1897 ביז 1914|Bruḳlin|Shulzinger brider,|1941|216|לעוו|שמחה|https://archive.org/details/nybc203461|nybc203461|http://www.archive.org/stream/nybc203461|http://www.archive.org/download/nybc203461/nybc203461.pdf,,,,,,,,,,,,,,,
203462|Zacusky,Aaron Joel|Ani maymen|אני מאמין|Buenos Ayres|[o. fg.],|1935|23|זאקוסקי|א.י|https://archive.org/details/nybc203462|nybc203462|http://www.archive.org/stream/nybc203462|http://www.archive.org/download/nybc203462/nybc203462.pdf,,,,,,,,,,,,,,,
203463|Zacusky,Aaron Joel|Leyb Naydus|לייב ניידוס|Buenos Ayres|[o. fg.],|1951|18|זאקוסקי|א.י|https://archive.org/details/nybc203463|nybc203463|http://www.archive.org/stream/nybc203463|http://www.archive.org/download/nybc203463/nybc203463.pdf,,,,,,,,,,,,,,,
203506|Papiernikow,Joseph|Unṭer fayer lider|אונטער פייער : לידער|Tel-Aviv|Eygns,|1939|58|פאפיערניקאוו|י|https://archive.org/details/nybc203506|nybc203506|http://www.archive.org/stream/nybc203506|http://www.archive.org/download/nybc203506/nybc203506.pdf,,,,,,,,,,,,,,,
203465|Dubnow,Simon|Di ṿelṭ-geshikhṭe fun Yidishn folḳ fun di alṭe tsayṭn biz tsu haynṭiḳer tsayṭ|די וועלט-געשיכטע פון יידישן פאלק : פון די אלטע צייטן ביז צו היינטיקער צייט : אין צען בענד|Nyu-Yorḳ ; Buenos-Ayres|Alṿelṭlekher Yidisher ḳulṭur-ḳongres,||1|דובנאוו|שמעון|https://archive.org/details/nybc203465|nybc203465|http://www.archive.org/stream/nybc203465|http://www.archive.org/download/nybc203465/nybc203465.pdf,,,,,,,,,,,,,,,
203475|Lieberman,Ḥayim|Oyb ikh ṿel es dir fargesn,England|אב איך וועל עס דיר פארגעסן,ענגלאנד|Nyu Yorḳ|[o. fg.],||16|ליבערמאן|חיים|https://archive.org/details/nybc203475|nybc203475|http://www.archive.org/stream/nybc203475|http://www.archive.org/download/nybc203475/nybc203475.pdf,,,,,,,,,,,,,
203476|Zacharjasz,Sz.|Menṭshn fun Ḳ.P.P. Daṿid Rikhṭer,Mosheh Grinbaum,Shemuʼel Mereṭiḳ|מענטשן פון ק.פ.פ. : דוד ריכטער,משה גרינבאום,שמואל מערעטיק|Ṿarshe|Yidish bukh,|1964|114|זאכאריאש|ש|https://archive.org/details/nybc203476|nybc203476|http://www.archive.org/stream/nybc203476|http://www.archive.org/download/nybc203476/nybc203476.pdf,,,,,,,,,,,
203477|Hamsun,Knut|Hunger roman|הונגער : ראמאן|London|L. Fridman,|1909|210|האמסון|קנוט|https://archive.org/details/nybc203477|nybc203477|http://www.archive.org/stream/nybc203477|http://www.archive.org/download/nybc203477/nybc203477.pdf,,,,,,,,,,,,,,,
203478|Lieberman,Ḥayim|Di masḳe un dos ponem B.Ts. Goldberg un zayne zind ḳegn di Rusishe Yidn|די מאסקע און דאס פנים : ב.צ. גאלדבערג און זיינע זינד קעגן די רוסישע יידן|Nyu-Yorḳ|Yidishe prese ḳomiṭeṭ,|1963|64|ליבערמאן|חיים|https://archive.org/details/nybc203478|nybc203478|http://www.archive.org/stream/nybc203478|http://www.archive.org/download/nybc203478/nybc203478.pdf,,,,,,,,,,,,,,,
203479|Hager,Baruch.|Oyf der ḳoṭsh noṿeln|אף דער קאטש : נאוועלן|Buḳareshṭ|[Bikurim],|1947|95|האגער|ברוך|https://archive.org/details/nybc203479|nybc203479|http://www.archive.org/stream/nybc203479|http://www.archive.org/download/nybc203479/nybc203479.pdf,,,,,,,,,,,,,,,
203480|Hager,Baruch.|In geule umru|אין גאולה אומרו|Tel-Aviv|ha-Menorah,|1969|258|האגער|ברוך|https://archive.org/details/nybc203480|nybc203480|http://www.archive.org/stream/nybc203480|http://www.archive.org/download/nybc203480/nybc203480.pdf,,,,,,,,,,,,,,,
203481|Vaxer,Manasseh|Dos mishpoḥe lebn bay Idn in Ameriḳe oyfn smakh fun der Idisher beleṭrisṭiḳ|דאס משפחה לעבן ביי אידן אין אמעריקע : אפן סמך פון דער אידישער בעלעטריסטיק|Nyu-Yorḳ|[o. fg.],|1939|39|וואקסער|מנשה|https://archive.org/details/nybc203481|nybc203481|http://www.archive.org/stream/nybc203481|http://www.archive.org/download/nybc203481/nybc203481.pdf,,,,,,,,,,,,,,,
203482|Wolf,J.|Di ibergangs-gezelshafṭ di misye fun eṭishn menṭsh|די איבערגאנגס-געזעלשאפט : די מיסיע פון עטישן מענטש|Ṿarshe|Ḥ. Bzshoza,|1937|177|וואלף|ח|https://archive.org/details/nybc203482|nybc203482|http://www.archive.org/stream/nybc203482|http://www.archive.org/download/nybc203482/nybc203482.pdf,,,,,,,,,,,,,,,
203483|Widrewicz,M. D.|Gezukhṭ un nishṭ gefunen 1900-1928|געזוכט און נישט געפונען : 1928-1900|Ṿarshe|T. Yaḳubson : M. Goldberg,|1929|181|ווידרעוויטש|מ.ד|https://archive.org/details/nybc203483|nybc203483|http://www.archive.org/stream/nybc203483|http://www.archive.org/download/nybc203483/nybc203483.pdf,,,,,,,,,,,,,,,
203484|Vipper,R.|Di uralṭe Eyrope un der Mizreḥ a lern-bukh far di yingere ḳlasn-gimnazyes|די אוראלטע אייראפע און דער מזרח : א לערן-בוך פאר די יינגערע קלאסן-גימנאזיעס|Ṿilne|B. Ḳletsḳin,|1922|201|וויפער|ר|https://archive.org/details/nybc203484|nybc203484|http://www.archive.org/stream/nybc203484|http://www.archive.org/download/nybc203484/nybc203484.pdf,,,,,,,,,,,,,,,
203485|Hamsun,Knut|Ṭroymer|טרוימער|London|L. Friedman,|1915|148|האמסון|קנוט|https://archive.org/details/nybc203485|nybc203485|http://www.archive.org/stream/nybc203485|http://www.archive.org/download/nybc203485/nybc203485.pdf,,,,,,,,,,,,,,,
203486|Wallace,Lew|Yerusholaim un Roym hisṭorisher roman oys der tsayṭ fun beys-sheni|ירושלים און רםדלואיס אולעס ; יידיש ז. רייזען. c|Ṿilne|B. Ḳletsḳin,|1931|492|אואלעס|לואיס|https://archive.org/details/nybc203486|nybc203486|http://www.archive.org/stream/nybc203486|http://www.archive.org/download/nybc203486/nybc203486.pdf,,,,,,,,,,,,,,,
203487|Avdeenko,Aleksandr|Ikh hob lib roman|איך האב ליב : ראמאן|Ṿarshe|Liṭerarishe bleṭer,|1938|231|אוודייענקא|אלעקסאנדער|https://archive.org/details/nybc203487|nybc203487|http://www.archive.org/stream/nybc203487|http://www.archive.org/download/nybc203487/nybc203487.pdf,,,,,,,,,,,,,,,
203488|Avdeenko,Aleksandr|Ikh hob lib roman|איך האב ליב : ראמאן|Ṿarshe|Liṭerarishe bleṭer,|1936|231|אוודייענקא|אלעקסאנדער|https://archive.org/details/nybc203488|nybc203488|http://www.archive.org/stream/nybc203488|http://www.archive.org/download/nybc203488/nybc203488.pdf,,,,,,,,,,,,,,,
203489|Granitstein,M.|Libaṿiṭsh redṭ tsu der ṿelṭ ṿide-memuarn fun eynem,she-yatsa ṿe-lo ḥazar|ליבאוויטש רעדט צו דער וועלט : ווידוי-מעמוארן פון איינעם,שיצא ולא חזר|Buenos Ayres|[o. fg.],|1949|47|גראניטשטיין|משה|https://archive.org/details/nybc203489|nybc203489|http://www.archive.org/stream/nybc203489|http://www.archive.org/download/nybc203489/nybc203489.pdf,,,,,,,,,,,,,
203491|Granitstein,M.|Profesor Goṭ un profesor Idyoṭ a panegiriḳ tsum oybershṭn un zayne arumzukher|פראפעסאר גאט און פראפעסאר אידיאט : א פאנעגיריק צום אבערשטן און זיינע ארומזוכער|Buenos Ayres|[o. fg.],|1946|54|גראניטשטיין|משה|https://archive.org/details/nybc203491|nybc203491|http://www.archive.org/stream/nybc203491|http://www.archive.org/download/nybc203491/nybc203491.pdf,,,,,,,,,,,,,,,
203492|Granitstein,M.|Tsuriḳ tsum geṭo a fayer-probe|צוריק צום געטא : א פייער-פראבע|Buenos Ayres|[o. fg.],|1939|71|גראניטשטיין|משה|https://archive.org/details/nybc203492|nybc203492|http://www.archive.org/stream/nybc203492|http://www.archive.org/download/nybc203492/nybc203492.pdf,,,,,,,,,,,,,,,
203493|Granitstein,M.|Masoes̀ Fliglman roman in tsṿey ṭeyln|מסעות פליגלמאן : ראמאן אין צוויי טיילן|Buenos Ayres|[o. fg.],|1943|347|גראניטשטיין|משה|https://archive.org/details/nybc203493|nybc203493|http://www.archive.org/stream/nybc203493|http://www.archive.org/download/nybc203493/nybc203493.pdf,,,,,,,,,,,,,,,
203494|Raskin,Aaron|Liṭerarishe eseyen|ליטערארישע עסייען|Yerushalayim,Yiśroel|Farlag Y.L. Peretz,|1989|269|ראסקין|אהרן|https://archive.org/details/nybc203494|nybc203494|http://www.archive.org/stream/nybc203494|http://www.archive.org/download/nybc203494/nybc203494.pdf,,,,,,,,,,,,,,
203495|Unterman,Isaac|3 yubilarn grafishe porṭreṭn un kharaḳṭer-sḳitsn|3 יובילארן : גראפישע פארטרעטן און כאראקטער-סקיצן|Myami-Biṭsh|Arbeṭer-ring brenṭsh 692,||48|אונטערמאן|יצחק|https://archive.org/details/nybc203495|nybc203495|http://www.archive.org/stream/nybc203495|http://www.archive.org/download/nybc203495/nybc203495.pdf,,,,,,,,,,,,,,,
203496|Raiz,B. Ḥ.|Der ḳuper-ḳenig fun Sibir roman|דער קופער-קעניג פון סיביר : ראמאן|Ṿarsha|Sh. Tsuḳer,|1927|263|רייז|ב.ח|https://archive.org/details/nybc203496|nybc203496|http://www.archive.org/stream/nybc203496|http://www.archive.org/download/nybc203496/nybc203496.pdf,,,,,,,,,,,,,,,
203497||Oyf di shlyakhn fun heym anṭologye|אויף די שליאכן פון היים : אנטאלאגיע|Tel-Aviv|Ṿelṭrat far Yidish un Yidisher ḳulṭur,|1989|446|||https://archive.org/details/nybc203497|nybc203497|http://www.archive.org/stream/nybc203497|http://www.archive.org/download/nybc203497/nybc203497.pdf,,,,,,,,,,,,,,,,
203499||Unzere heymloze brider reydn tsu undz|אונזערע היימלאזע ברידער ריידן צו אונדז|Nyu-Yorḳ|Frayland-Lige,|1949|40|||https://archive.org/details/nybc203499|nybc203499|http://www.archive.org/stream/nybc203499|http://www.archive.org/download/nybc203499/nybc203499.pdf,,,,,,,,,,,,,,,,
203500|Falḳoṿiṭsh,E.,1898-|Yidish far derṿaḳsene|יידיש פאר דערוואקסענע|Mosḳṿe|Emes,|1936||פאלקאוויטש|ע|https://archive.org/details/nybc203500|nybc203500|http://www.archive.org/stream/nybc203500|http://www.archive.org/download/nybc203500/nybc203500.pdf,,,,,,,,,,,,,,
203501||Undzer demoḳraṭishe yerushe|אונדזער דעמאקראטישע ירושה|[New York?]|Aroysgegebn fun Idishn Farlag un Forshungs-Ḳomiṭeṭ,|1954|33|||https://archive.org/details/nybc203501|nybc203501|http://www.archive.org/stream/nybc203501|http://www.archive.org/download/nybc203501/nybc203501.pdf,,,,,,,,,,,,,,,,
203507|Granitstein,M.|Der anonim fun ḳoyṭ un gloybn shrifṭn funem hoyz fun lebn in ṭoyṭ|דער אנאנים פון קט און גלבן : שריפטן פונעם הז פון לעבן אין טט|Buenos Ayres|[o. fg.],|1951|77|גראניטשטיין|משה|https://archive.org/details/nybc203507|nybc203507|http://www.archive.org/stream/nybc203507|http://www.archive.org/download/nybc203507/nybc203507.pdf,,,,,,,,,,,,,,,
